StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1,Q1_11_TEXT,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q2_17,Q2_18,Q2_19,Q2_20,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q16_1,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q8,Q11,Q11_11_TEXT,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_14,Q14_15,Q14_16,Q14_17,Q14_18,Q14_19,Q14_20,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q18,Q19,Q21,Q22,Q24,Q25,Q27,Q26
2017-04-03 07:32:24,2017-04-03 07:37:22,0,66.219.236.163,100,297,1,2017-04-03 07:37:23,R_RajGLr9TvWpCFSV,,,,,40.356292724609,-111.73249816895,anonymous,5,,7,4,7,5,7,5,5,7,7,7,7,7,4,5,7,7,7,5,7,7,5,5,2,6,6,6,6,7,2,4,4,7,4,4,4,2,4,4,4,4,4,4,4,4,4,4,5,3,2,2,4,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 07:35:44,2017-04-03 07:37:53,0,128.187.116.19,100,128,1,2017-04-03 07:37:53,R_OGPFbyibdLbiOzf,,,,,40.356292724609,-111.73249816895,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,3,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1992,1
2017-04-03 07:32:30,2017-04-03 07:38:25,0,155.99.12.17,100,355,1,2017-04-03 07:38:26,R_tXtNik8MF9VD6QF,,,,,40.785507202148,-111.73670196533,anonymous,6,,5,5,5,5,5,4,4,6,6,6,6,6,6,6,7,7,6,7,5,6,5,5,6,4,5,4,5,5,6,6,5,5,5,5,6,4,3,5,4,4,2,4,3,4,4,5,4,3,3,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1990,3
2017-04-03 07:36:37,2017-04-03 07:39:31,0,45.56.21.197,100,174,1,2017-04-03 07:39:32,R_0JwVL9xbbVHTlkd,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,3,4,3,3,2,4,4,5,3,3,4,2,5,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1996,3
2017-04-03 07:38:02,2017-04-03 07:42:25,0,66.219.235.101,100,263,1,2017-04-03 07:42:26,R_3j1Ks5IrpqKcOkr,,,,,40.21809387207,-111.61329650879,anonymous,3,,3,3,4,5,4,5,5,5,4,4,4,5,4,4,5,6,4,5,4,4,4,5,5,4,6,4,5,5,4,4,4,5,4,4,5,5,4,3,2,5,3,4,2,5,3,5,4,3,3,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1994,1
2017-04-03 07:29:58,2017-04-03 07:44:33,0,107.77.230.21,100,874,1,2017-04-03 07:44:33,R_2YXQriRPPM6G7Pd,,,,,34.054397583008,-118.2440032959,anonymous,1,,3,6,3,2,6,5,2,6,6,4,7,6,4,6,6,6,5,7,5,7,5,7,7,5,6,6,7,5,7,5,5,4,4,4,4,6,4,4,4,4,4,4,2,4,5,4,4,3,3,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1993,1
2017-04-03 07:41:34,2017-04-03 07:44:36,0,66.219.236.230,100,181,1,2017-04-03 07:44:36,R_1rqpjjRVjAxFjoU,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,,4,3,3,2,4,3,4,3,3,3,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1993,1
2017-04-03 07:43:03,2017-04-03 07:44:41,0,76.8.197.117,100,97,1,2017-04-03 07:44:42,R_2ANLKBAzHj8jmK3,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,4,5,5,4,5,4,4,4,5,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-03 07:41:08,2017-04-03 07:44:54,0,174.208.8.93,100,225,1,2017-04-03 07:44:54,R_1gU9Nl9Y45Mblwi,,,,,40.760803222656,-111.89109802246,anonymous,4,,4,5,4,6,2,4,5,6,6,5,6,5,4,4,4,7,7,7,4,7,6,2,5,6,7,7,7,5,4,6,3,3,4,4,5,4,3,3,4,4,4,2,2,3,4,4,1,3,1,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1998,3
2017-04-03 07:43:54,2017-04-03 07:45:31,0,66.87.127.117,100,96,1,2017-04-03 07:45:31,R_11jtBsJJASuvu1Y,,,,,40.657592773438,-111.88400268555,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,4,3,4,4,4,4,2,2,2,2,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1995,1
2017-04-03 07:41:00,2017-04-03 07:45:36,0,107.188.157.226,100,275,1,2017-04-03 07:45:37,R_2A1knM1ogHsBqc9,,,,,40.21809387207,-111.61329650879,anonymous,4,,5,4,4,7,5,5,4,6,6,4,4,5,4,4,6,5,5,5,6,5,6,4,6,6,6,6,6,6,5,6,4,4,4,5,5,6,4,4,3,4,3,4,2,2,3,3,4,2,3,4,2,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1994,1
2017-04-03 07:44:22,2017-04-03 07:46:29,0,71.219.34.166,100,127,1,2017-04-03 07:46:30,R_dpB5tDzxH1eTwv7,,,,,40.759796142578,-111.86260223389,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,3,5,3,5,4,4,4,5,3,2,4,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1994,3
2017-04-03 07:42:37,2017-04-03 07:48:12,0,45.56.43.84,100,335,1,2017-04-03 07:48:13,R_VHWbi4r27IDboDD,,,,,40.339294433594,-111.57089996338,anonymous,3,,5,4,5,5,5,4,4,5,5,4,5,5,4,5,6,5,6,5,5,6,6,6,6,6,5,5,5,5,5,5,5,6,4,5,5,5,2,3,3,5,4,4,4,4,4,3,4,2,4,1,4,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,3
2017-04-03 07:46:49,2017-04-03 07:49:00,0,45.56.34.27,100,130,1,2017-04-03 07:49:01,R_3s7k1m8DY6n0VeO,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,3,4,4,4,3,4,4,4,4,2,3,2,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1997,1
2017-04-03 07:47:49,2017-04-03 07:50:32,0,66.219.213.254,100,163,1,2017-04-03 07:50:33,R_2BhxmZ4mohSG4Pe,,,,,40.560699462891,-111.72370147705,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,4,4,4,4,3,5,5,5,3,2,3,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1994,1
2017-04-03 07:48:06,2017-04-03 07:52:15,0,66.219.236.230,100,248,1,2017-04-03 07:52:15,R_2E79Kca67YQb9YN,,,,,40.21809387207,-111.61329650879,anonymous,9,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,7,3,4,3,5,3,4,4,4,3,4,4,2,3,2,3,3,3,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,"December 18, 1992",1
2017-04-03 07:51:16,2017-04-03 07:52:42,0,128.187.116.2,100,86,1,2017-04-03 07:52:43,R_2e9X8XtdkYMI4gX,,,,,40.356292724609,-111.73249816895,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,3,3,4,4,4,2,4,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-03 07:53:51,2017-04-03 07:55:24,0,107.188.146.103,100,93,1,2017-04-03 07:55:25,R_5sQa9SCsBZ67eX7,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,4,4,4,4,4,2,3,4,4,3,2,2,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1995,1
2017-04-03 07:53:29,2017-04-03 07:55:38,0,161.28.242.180,100,128,1,2017-04-03 07:55:38,R_1FJkb95kUgqbvoL,,,,,40.290298461914,-111.72360229492,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,3,4,3,2,3,4,2,4,4,4,2,2,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1998,3
2017-04-03 07:50:48,2017-04-03 07:55:45,0,66.219.236.163,100,297,1,2017-04-03 07:55:46,R_27UNKVqdOVZWhc9,,,,,40.356292724609,-111.73249816895,anonymous,4,,4,4,4,4,6,4,4,5,5,4,6,7,4,6,6,7,5,7,6,7,7,5,6,6,6,3,7,6,4,6,4,4,1,2,4,6,4,5,4,5,4,3,3,4,5,5,3,3,3,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1997,1
2017-04-03 07:51:14,2017-04-03 07:55:51,0,107.77.228.142,100,277,1,2017-04-03 07:55:52,R_3gNGKCV1PldfVJ1,,,,,34.054397583008,-118.2440032959,anonymous,1,,2,2,2,2,7,2,2,7,7,3,5,7,4,2,7,7,7,7,2,5,7,1,1,6,1,2,5,5,7,7,7,7,7,7,2,1,4,5,4,5,2,5,4,5,4,5,5,2,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Tech Sales,2,,1,10/20/1989,3
2017-04-03 07:55:18,2017-04-03 07:58:19,0,63.248.246.67,100,181,1,2017-04-03 07:58:20,R_3RgV8fCx1vflsiW,,,,,40.290298461914,-111.72360229492,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,3,5,2,4,2,4,4,5,5,2,2,2,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,Accounting,2,,2,1991,3
2017-04-03 07:56:44,2017-04-03 07:58:27,0,66.219.236.161,100,103,1,2017-04-03 07:58:28,R_2tME184ZWnH9yPf,,,,,40.356292724609,-111.73249816895,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,4,2,3,2,3,3,2,4,3,2,2,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1994,1
2017-04-03 07:56:51,2017-04-03 07:59:24,0,107.188.158.119,100,152,1,2017-04-03 07:59:24,R_2492giv9NFdfluH,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,3,4,4,3,3,2,2,4,4,3,3,4,3,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-03 07:56:42,2017-04-03 08:00:05,0,128.187.116.12,100,203,1,2017-04-03 08:00:06,R_2axD9SsxDSjLN5t,,,,,40.356292724609,-111.73249816895,anonymous,6,,7,7,7,7,7,7,6,7,7,,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,,5,5,3,3,4,4,4,,4,2,1,1,2,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-03 07:59:32,2017-04-03 08:01:01,0,108.41.95.47,100,88,1,2017-04-03 08:01:02,R_22snD3q8ZxrG5Tn,,,,,41.042892456055,-73.626800537109,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,5,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1994,3
2017-04-03 07:53:33,2017-04-03 08:01:09,0,128.187.116.15,100,455,1,2017-04-03 08:01:10,R_1gAOJFm9z4VUvr4,,,,,40.356292724609,-111.73249816895,anonymous,2,,5,5,5,5,6,5,5,6,6,6,5,6,5,5,6,4,4,6,5,5,6,4,4,6,5,5,7,7,7,7,6,7,6,7,6,3,4,2,4,5,3,4,4,5,5,5,3,1,3,1,4,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1996,1
2017-04-03 08:00:10,2017-04-03 08:01:57,0,66.219.235.226,100,106,1,2017-04-03 08:01:57,R_1i88NeZIX6Io0et,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,4,4,3,3,4,3,4,4,4,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1994,1
2017-04-03 07:56:11,2017-04-03 08:02:05,0,66.219.222.26,100,353,1,2017-04-03 08:02:05,R_6yeNVedONRGZ0oF,,,,,40.290298461914,-111.72360229492,anonymous,3,,3,5,5,5,5,4,4,6,6,5,6,6,5,6,6,7,6,5,5,6,5,7,7,4,5,6,6,6,6,7,5,5,2,6,7,6,4,4,3,4,4,3,3,4,4,4,3,4,4,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1995,3
2017-04-03 08:00:16,2017-04-03 08:02:43,0,50.235.12.142,100,147,1,2017-04-03 08:02:44,R_2U56pSOUvL0Wdw1,,,,,40.623596191406,-111.98709869385,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,3,5,2,2,2,4,4,4,5,2,4,2,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1992,3
2017-04-03 07:59:08,2017-04-03 08:02:49,0,66.219.243.85,100,220,1,2017-04-03 08:02:49,R_WvxUOnLld2Iri2B,,,,,40.290298461914,-111.72360229492,anonymous,3,,4,4,5,6,5,5,5,6,6,6,6,6,5,4,6,5,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,4,4,4,5,4,4,4,4,4,4,4,2,2,1,4,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1996,1
2017-04-03 07:56:40,2017-04-03 08:03:55,0,128.187.116.8,100,434,1,2017-04-03 08:03:55,R_2XgicJ1aK5LZwPq,,,,,40.356292724609,-111.73249816895,anonymous,8,,4,4,4,5,5,4,4,6,7,4,4,4,4,4,7,5,5,4,5,5,4,4,5,4,5,4,4,4,5,7,4,4,4,4,4,6,5,5,3,5,3,4,4,4,4,4,4,2,3,2,2,3,3,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-03 08:04:36,2017-04-03 08:06:56,0,45.56.58.161,100,140,1,2017-04-03 08:06:56,R_2VBGUZEIokAHuRt,,,,,40.22639465332,-111.69699859619,anonymous,3,,4,4,5,5,5,5,5,7,6,6,7,7,7,5,5,6,4,7,4,4,7,4,4,4,4,4,7,5,5,5,5,5,4,5,5,3,3,3,3,4,2,3,3,3,3,3,2,2,4,3,3,3,3,2,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 08:01:21,2017-04-03 08:09:48,0,107.77.229.49,100,507,1,2017-04-03 08:09:49,R_29pqkwB9yAsJzOq,,,,,34.063293457031,-117.65090179443,anonymous,8,,4,4,4,5,6,4,4,6,4,4,6,6,4,4,4,6,6,6,6,6,6,3,5,7,5,3,5,,2,6,5,3,3,4,6,6,4,4,3,4,3,4,3,4,4,5,2,2,2,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1998,1
2017-04-03 08:08:26,2017-04-03 08:09:56,0,45.56.36.182,100,90,1,2017-04-03 08:09:57,R_1Li1aEVrS6yZTlU,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,3,4,3,4,3,4,4,5,4,2,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1995,1
2017-04-03 08:08:01,2017-04-03 08:11:05,0,128.187.116.24,100,183,1,2017-04-03 08:11:05,R_AdLssS0vpIQZuKt,,,,,40.356292724609,-111.73249816895,anonymous,3,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,2,5,5,5,3,5,7,4,4,3,5,4,7,5,5,5,4,3,1,4,4,1,4,3,4,2,2,2,5,1,4,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1993,1
2017-04-03 08:09:27,2017-04-03 08:11:43,0,97.126.241.38,100,135,1,2017-04-03 08:11:44,R_1Cq2mHI1nJq1oDA,,,,,40.624694824219,-111.71230316162,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,4,3,5,3,4,2,4,4,5,4,2,3,1,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1990,3
2017-04-03 08:11:14,2017-04-03 08:12:30,0,45.56.55.112,100,75,1,2017-04-03 08:12:31,R_3jVgc9a5I2CSzbH,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,4,2,4,3,4,4,4,4,2,3,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1996,1
2017-04-03 08:10:46,2017-04-03 08:13:05,0,172.56.39.110,100,138,1,2017-04-03 08:13:06,R_3nMGtfnj0ccw73R,,,,,34.054397583008,-118.2440032959,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,4,3,2,3,1,2,3,2,3,3,4,4,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1996,3
2017-04-03 08:10:11,2017-04-03 08:13:26,0,45.56.32.118,100,194,1,2017-04-03 08:13:27,R_9uAY4BtBVEKD3Vf,,,,,40.22639465332,-111.69699859619,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,4,3,3,3,4,3,3,4,3,3,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 08:10:13,2017-04-03 08:13:47,0,161.28.242.174,100,213,1,2017-04-03 08:13:47,R_3KOQ7JcWh3GrJkr,,,,,40.290298461914,-111.72360229492,anonymous,3,,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,6,5,5,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1995,3
2017-04-03 08:09:34,2017-04-03 08:14:11,0,76.8.213.179,100,277,1,2017-04-03 08:14:12,R_Q6QVDZGX95GbeE1,,,,,40.21809387207,-111.61329650879,anonymous,9,,4,5,5,7,4,4,6,5,4,7,4,4,4,4,4,5,5,5,4,4,5,4,5,3,5,5,6,3,2,4,3,3,2,2,5,5,4,4,3,4,4,3,3,3,3,4,4,2,2,1,3,3,2,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 08:14:11,2017-04-03 08:16:07,0,45.56.23.225,100,115,1,2017-04-03 08:16:09,R_2zkbBHiuVbvyv7v,,,,,40.21809387207,-111.61329650879,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,3,3,2,3,2,4,4,5,5,3,2,3,4,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1967,2
2017-04-03 08:14:46,2017-04-03 08:17:06,0,50.160.51.8,100,140,1,2017-04-03 08:17:07,R_dnktKc0784brbu9,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,3,4,3,3,3,3,4,4,3,3,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1992,3
2017-04-03 08:21:59,2017-04-03 08:24:00,0,66.219.243.77,100,121,1,2017-04-03 08:24:01,R_RrafdxqtfqOo5wt,,,,,40.290298461914,-111.72360229492,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,4,5,2,4,5,4,4,4,5,2,4,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1989,3
2017-04-03 08:22:50,2017-04-03 08:25:05,0,174.208.7.253,100,134,1,2017-04-03 08:25:06,R_qD70A74u3BK7plf,,,,,40.760803222656,-111.89109802246,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3,3,4,2,3,2,5,5,5,3,4,2,2,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1998,3
2017-04-03 08:23:21,2017-04-03 08:26:04,0,107.188.147.30,100,162,1,2017-04-03 08:26:05,R_1E04PT5VQQ3m2hc,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1990,1
2017-04-03 08:20:54,2017-04-03 08:26:29,0,174.52.4.176,100,334,1,2017-04-03 08:26:29,R_3fMMV5wTVsBsYfC,,,,,40.477401733398,-112.00820159912,anonymous,4,,4,4,4,4,5,4,4,5,5,4,4,4,4,5,4,5,5,4,4,5,5,2,5,4,5,5,4,4,4,5,4,4,2,4,4,6,2,5,4,5,4,4,4,4,5,5,4,2,2,2,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,1,1995,3
2017-04-03 08:25:34,2017-04-03 08:27:05,0,45.56.7.163,100,91,1,2017-04-03 08:27:06,R_5aPcHwNzTJIP3Pz,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,3,4,4,3,2,4,3,4,3,2,2,1,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,2,1992,1
2017-04-03 08:28:27,2017-04-03 08:29:27,0,66.219.236.169,100,59,1,2017-04-03 08:29:28,R_3HuHAAbXwFyhwWC,,,,,40.339294433594,-111.57089996338,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-03 08:28:39,2017-04-03 08:30:44,0,174.205.22.131,100,125,1,2017-04-03 08:30:53,R_2ZDni290E37Z0cT,,,,,38.914398193359,-77.076301574707,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,5,2,2,1,1,1,3,2,3,4,4,5,3,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,1980,3
2017-04-03 08:23:10,2017-04-03 08:31:00,0,66.219.236.169,100,469,1,2017-04-03 08:31:00,R_sqlMaKW6cq7N4HL,,,,,40.339294433594,-111.57089996338,anonymous,3,,5,4,5,6,5,3,6,7,6,4,5,5,4,4,4,5,6,4,3,4,5,3,4,3,5,5,6,,6,7,4,3,3,6,4,5,3,2,3,5,4,3,3,4,3,4,2,4,3,3,3,3,2,3,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1993,1
2017-04-03 08:24:40,2017-04-03 08:31:21,0,174.52.166.69,100,400,1,2017-04-03 08:31:22,R_u9rHY2uJBwBZakF,,,,,40.290298461914,-111.72360229492,anonymous,6,,2,2,2,3,2,4,2,5,7,5,4,4,4,4,5,6,3,6,5,6,5,3,5,4,5,5,4,4,3,7,4,4,2,5,5,7,3,4,4,5,4,4,3,4,4,4,5,2,3,1,3,2,3,3,1,8,,1,1,1,1,3,4,1,4,6,2,3,2,4,4,6,6,5,6,2,7,2,2,2,5,6,4,3,6,7,7,4,7,6,5,3,1,3,,,,2,1993,3
2017-04-03 08:30:51,2017-04-03 08:33:05,0,67.214.234.219,100,133,1,2017-04-03 08:33:05,R_3fUijhe5GXwcAFS,,,,,40.322006225586,-111.74669647217,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,4,3,4,4,5,4,3,2,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,1995,1
2017-04-03 08:30:51,2017-04-03 08:33:29,0,65.130.29.251,100,158,1,2017-04-03 08:33:30,R_2R1GgrRoGXa1miB,,,,,40.697402954102,-111.99610137939,anonymous,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,3,5,4,3,3,4,4,5,4,3,3,2,3,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,2,1993,1
